city_ascii,city,country
Nalchiti,Nalchiti,Bangladesh
Yaese,Yaese,Japan
Radolfzell am Bodensee,Radolfzell am Bodensee,Germany
Jiming,Jiming,China
Mutki,Mutki,Turkey
Guaratuba,Guaratuba,Brazil
Serdobsk,Serdobsk,Russia
Yuzhne,Yuzhne,Ukraine
Masatepe,Masatepe,Nicaragua
Donggou,Donggou,China
Quitilipi,Quitilipi,Argentina
Zapala,Zapala,Argentina
Dar Ould Zidouh,Dar Ould Zidouh,Morocco
Shentang,Shentang,China
Tongxiao,Tongxiao,Taiwan
Savage,Savage,United States
Sami,Sami,Myanmar
Alba,Alba,Italy
Tirebolu,Tirebolu,Turkey
Renkum,Renkum,Netherlands
Partinico,Partinico,Italy
Tongkou,Tongkou,China
San Lucas Toliman,San Lucas Toliman,Guatemala
Remedios,Remedios,Colombia
Uglich,Uglich,Russia
Norak,Norak,Tajikistan
Claveria,Claveria,Philippines
Stadskanaal,Stadskanaal,Netherlands
Cabaiguan,Cabaiguan,Cuba
Vohilava,Vohilava,Madagascar
Gurupa,Gurupa,Brazil
Oristano,Oristano,Italy
Bekoratsaka,Bekoratsaka,Madagascar
Polillo,Polillo,Philippines
Lumding,Lumding,India
Bahharet Oulad Ayyad,Bahharet Oulad Ayyad,Morocco
Chuo,Chuo,Japan
Courcelles,Courcelles,Belgium
Itampolo,Itampolo,Madagascar
Kochugaon,Kochugaon,India
Pandua,Pandua,India
Moche,Moche,Peru
Asilah,Asilah,Morocco
Andriba,Andriba,Madagascar
Mataas Na Kahoy,Mataas Na Kahoy,Philippines
Nilka,Nilka,China
Sigma,Sigma,Philippines
Sergio Osmena Sr,Sergio Osmena Sr,Philippines
Deptford,Deptford,United States
Desert Hot Springs,Desert Hot Springs,United States
Nanyuki,Nanyuki,Kenya
Sakhnin,Sakhnin,Israel
Mohyliv-Podilskyi,Mohyliv-Podilskyi,Ukraine
Centereach,Centereach,United States
Pichucalco,Pichucalco,Mexico
Paipa,Paipa,Colombia
Windsor,Windsor,United States
Namegata,Namegata,Japan
Santa Rita,Santa Rita,Venezuela
Warwick,Warwick,United States
Shahedian,Shahedian,China
O'Fallon,O'Fallon,United States
Marialva,Marialva,Brazil
Calubian,Calubian,Philippines
Canuelas,Canuelas,Argentina
Komagane,Komagane,Japan
Santa Catarina Mita,Santa Catarina Mita,Guatemala
Fangyuan,Fangyuan,Taiwan
Majidpur,Majidpur,Bangladesh
I`zaz,I`zaz,Syria
Yenice,Yenice,Turkey
Lalgola,Lalgola,India
Sitges,Sitges,Spain
Sao Gabriel,Sao Gabriel,Brazil
Jyvaskylan Maalaiskunta,Jyvaskylan Maalaiskunta,Finland
Tuzantan,Tuzantan,Mexico
Marrero,Marrero,United States
West Odessa,West Odessa,United States
Dreux,Dreux,France
Bayaguana,Bayaguana,Dominican Republic
Bangor,Bangor,United States
Galapa,Galapa,Colombia
Piui,Piui,Brazil
Bagrami,Bagrami,Afghanistan
Guachaves,Guachaves,Colombia
Baraderes,Baraderes,Haiti
Temascaltepec de Gonzalez,Temascaltepec de Gonzalez,Mexico
Merida,Merida,Philippines
Hoyerswerda,Hoyerswerda,Germany
Tuljapur,Tuljapur,India
Turicato,Turicato,Mexico
Cacolo,Cacolo,Angola
Gongguan,Gongguan,Taiwan
Montebelluna,Montebelluna,Italy
Igrejinha,Igrejinha,Brazil
Sasaguri,Sasaguri,Japan
El Oro de Hidalgo,El Oro de Hidalgo,Mexico
Ruy Barbosa,Ruy Barbosa,Brazil
Katagami,Katagami,Japan
Louvain-la-Neuve,Louvain-la-Neuve,Belgium
Domingos Martins,Domingos Martins,Brazil
Sao Jose do Egito,Sao Jose do Egito,Brazil
Nijar,Nijar,Spain
Touba,Touba,C̫te d'Ivoire
Gevelsberg,Gevelsberg,Germany
Ubajara,Ubajara,Brazil
Val-d'Or,Val-d'Or,Canada
Amatenango de la Frontera,Amatenango de la Frontera,Mexico
Sao Gotardo,Sao Gotardo,Brazil
Ivisan,Ivisan,Philippines
Buzovna,Buzovna,Azerbaijan
Masi-Manimba,Masi-Manimba,Congo (Kinshasa)
Ortakoy,Ortakoy,Turkey
Boghni,Boghni,Algeria
Pantabangan,Pantabangan,Philippines
Newburgh,Newburgh,United States
'Ain Abid,'Ain Abid,Algeria
Farrokh Shahr,Farrokh Shahr,Iran
Avola,Avola,Italy
Gallipoli,Gallipoli,Turkey
Ivaipora,Ivaipora,Brazil
San Sebastian,San Sebastian,Guatemala
Owen Sound,Owen Sound,Canada
Al `Aydabi,Al `Aydabi,Saudi Arabia
Velikiy Ustyug,Velikiy Ustyug,Russia
Needham,Needham,United States
Shikarpur,Shikarpur,India
Ganderkesee,Ganderkesee,Germany
Weil am Rhein,Weil am Rhein,Germany
Clearfield,Clearfield,United States
Al 'Attawia,Al 'Attawia,Morocco
Gubbio,Gubbio,Italy
Kavar,Kavar,Iran
Mlawa,Mlawa,Poland
San Giuliano Terme,San Giuliano Terme,Italy
Chum Phae,Chum Phae,Thailand
Rahimpur,Rahimpur,India
Bocana de Paiwas,Bocana de Paiwas,Nicaragua
Valkenswaard,Valkenswaard,Netherlands
Springfield,Springfield,United States
General Jose de San Martin,General Jose de San Martin,Argentina
Rahatgarh,Rahatgarh,India
Willingboro,Willingboro,United States
Moncao,Moncao,Brazil
Yildizeli,Yildizeli,Turkey
Jalpatagua,Jalpatagua,Guatemala
Uithoorn,Uithoorn,Netherlands
Kasimov,Kasimov,Russia
Jamalpur,Jamalpur,India
Fengrenxu,Fengrenxu,China
Sri Madhopur,Sri Madhopur,India
Fair Oaks,Fair Oaks,United States
Kuroishi,Kuroishi,Japan
Paracuru,Paracuru,Brazil
Sitionuevo,Sitionuevo,Colombia
Holladay,Holladay,United States
Haan,Haan,Germany
Aguada de Pasajeros,Aguada de Pasajeros,Cuba
Kotovsk,Kotovsk,Russia
Jesus Maria,Jesus Maria,Argentina
Dongmaying,Dongmaying,China
Mirnyy,Mirnyy,Russia
Siquirres,Siquirres,Costa Rica
El Palmar,El Palmar,Guatemala
Balyqshy,Balyqshy,Kazakhstan
Maebara,Maebara,Japan
Sarno,Sarno,Italy
Syracuse,Syracuse,United States
Dania Beach,Dania Beach,United States
Jerez,Jerez,Guatemala
Gadarpur,Gadarpur,India
Florence,Florence,United States
Zepce,Zepce,Bosnia and Herzegovina
Navalcarnero,Navalcarnero,Spain
Pontefract,Pontefract,United Kingdom
Irituia,Irituia,Brazil
Weyhe,Weyhe,Germany
Magsingal,Magsingal,Philippines
Lemery,Lemery,Philippines
Nueva Imperial,Nueva Imperial,Chile
Tekkali,Tekkali,India
President Roxas,President Roxas,Philippines
Chmistar,Chmistar,Lebanon
Tecozautla,Tecozautla,Mexico
Exu,Exu,Brazil
Ennery,Ennery,Haiti
North Huntingdon,North Huntingdon,United States
Castelvetrano,Castelvetrano,Italy
Cueto,Cueto,Cuba
Tanmen,Tanmen,China
Morro Agudo,Morro Agudo,Brazil
Deori Khas,Deori Khas,India
Mussoorie,Mussoorie,India
Chorbog,Chorbog,Tajikistan
Ayabe,Ayabe,Japan
Ouro Fino,Ouro Fino,Brazil
Titlagarh,Titlagarh,India
Mahemdavad,Mahemdavad,India
Kreuztal,Kreuztal,Germany
Frederico Westphalen,Frederico Westphalen,Brazil
Inkhil,Inkhil,Syria
Babura,Babura,India
Waterloo,Waterloo,Belgium
San Andres Xecul,San Andres Xecul,Guatemala
Mae Sot,Mae Sot,Thailand
Carballo,Carballo,Spain
Yawatahama-shi,Yawatahama-shi,Japan
Mundelein,Mundelein,United States
Tredyffrin,Tredyffrin,United States
Nardo,Nardo,Italy
Kosonsoy,Kosonsoy,Uzbekistan
Naugatuck,Naugatuck,United States
Pasadena,Pasadena,United States
Whitstable,Whitstable,United Kingdom
South Kingstown,South Kingstown,United States
Ozd,Ozd,Hungary
Cicero,Cicero,United States
Husainabad,Husainabad,India
Santa Cruz,Santa Cruz,Venezuela
Los Altos,Los Altos,United States
Zima,Zima,Russia
Dimataling,Dimataling,Philippines
Sosnogorsk,Sosnogorsk,Russia
Wanghong Yidui,Wanghong Yidui,China
Huangxicun,Huangxicun,China
Qo`rg`ontepa,Qo`rg`ontepa,Uzbekistan
Changuinola,Changuinola,Panama
Dasol,Dasol,Philippines
Ibaraki,Ibaraki,Japan
Lowicz,Lowicz,Poland
Puerto Wilches,Puerto Wilches,Colombia
Verbania,Verbania,Italy
Okagaki,Okagaki,Japan
Carlsbad,Carlsbad,United States
Masqat,Masqat,Oman
Chinnalapatti,Chinnalapatti,India
Bunyan,Bunyan,Turkey
Aiken,Aiken,United States
Marks,Marks,Russia
Rheinberg,Rheinberg,Germany
Kostopil,Kostopil,Ukraine
Duluth,Duluth,United States
Laramie,Laramie,United States
Bagac,Bagac,Philippines
Westville,Westville,South Africa
Jam,Jam,Iran
Santa Fe do Sul,Santa Fe do Sul,Brazil
Tongeren,Tongeren,Belgium
Neira,Neira,Colombia
Halden,Halden,Norway
Cibolo,Cibolo,United States
Save,Save,Benin
Qara,Qara,Saudi Arabia
Hitoyoshi,Hitoyoshi,Japan
Riga,Riga,India
Mograne,Mograne,Morocco
Netivot,Netivot,Israel
Tiquipaya,Tiquipaya,Bolivia
Stratford,Stratford,Canada
Yingyangcun,Yingyangcun,China
Kaminokawa,Kaminokawa,Japan
Monjas,Monjas,Guatemala
Cay,Cay,Turkey
Aracoiaba da Serra,Aracoiaba da Serra,Brazil
Barrinha,Barrinha,Brazil
Periyanayakkanpalaiyam,Periyanayakkanpalaiyam,India
Trebinje,Trebinje,Bosnia and Herzegovina
Fagaras,Fagaras,Romania
Posse,Posse,Brazil
Pulupandan,Pulupandan,Philippines
La Verne,La Verne,United States
Chantal,Chantal,Haiti
Wenxian Chengguanzhen,Wenxian Chengguanzhen,China
Margram,Margram,India
Devanhalli,Devanhalli,India
Lloydminster,Lloydminster,Canada
Laguna Hills,Laguna Hills,United States
Rio Bravo,Rio Bravo,Guatemala
Guamo,Guamo,Colombia
Shepparton,Shepparton,Australia
Bolobo,Bolobo,Congo (Kinshasa)
Atwater,Atwater,United States
Buey Arriba,Buey Arriba,Cuba
Newark,Newark,United States
Al Husayniyah,Al Husayniyah,Egypt
Radcliffe,Radcliffe,United Kingdom
Mamaroneck,Mamaroneck,United States
Pointe-Claire,Pointe-Claire,Canada
Podili,Podili,India
Kudymkar,Kudymkar,Russia
Yahsihan,Yahsihan,Turkey
Burgdorf,Burgdorf,Germany
Vinkovci,Vinkovci,Croatia
Eyvan,Eyvan,Iran
Shrigonda,Shrigonda,India
Buenavista,Buenavista,Philippines
Ngudu,Ngudu,Tanzania
Candido Mota,Candido Mota,Brazil
Cuauhtemoc,Cuauhtemoc,Mexico
Araguatins,Araguatins,Brazil
Ostuni,Ostuni,Italy
Caracal,Caracal,Romania
Kandalaksha,Kandalaksha,Russia
Manduria,Manduria,Italy
Yaita,Yaita,Japan
Parambu,Parambu,Brazil
Duanshan,Duanshan,China
Vienne,Vienne,France
Ipora,Ipora,Brazil
Siraway,Siraway,Philippines
Yby Yau,Yby Yau,Paraguay
Mansa,Mansa,India
Bittou,Bittou,Burkina Faso
Palaiya Ayakkudi,Palaiya Ayakkudi,India
Rosignano Marittimo,Rosignano Marittimo,Italy
Guanhaes,Guanhaes,Brazil
Karera,Karera,India
Maryville,Maryville,United States
Culleredo,Culleredo,Spain
Gata,Gata,Philippines
Pindare-Mirim,Pindare-Mirim,Brazil
Taozhuangcun,Taozhuangcun,China
Vitoria do Mearim,Vitoria do Mearim,Brazil
Perico,Perico,Cuba
Norwood,Norwood,United States
Coria del Rio,Coria del Rio,Spain
San Antonio Ilotenango,San Antonio Ilotenango,Guatemala
Mainaguri,Mainaguri,India
Burgess Hill,Burgess Hill,United Kingdom
Bielsk Podlaski,Bielsk Podlaski,Poland
Shawnee,Shawnee,United States
Cambita Garabitos,Cambita Garabitos,Dominican Republic
Brasilia de Minas,Brasilia de Minas,Brazil
Paracelis,Paracelis,Philippines
Khanah Sur,Khanah Sur,Iraq
San Juan Ixcoy,San Juan Ixcoy,Guatemala
Lobos,Lobos,Argentina
Yingshouyingzi,Yingshouyingzi,China
Lake Magdalene,Lake Magdalene,United States
Ambatomiady,Ambatomiady,Madagascar
Marigliano,Marigliano,Italy
Maubeuge,Maubeuge,France
Alamogordo,Alamogordo,United States
Malakanagiri,Malakanagiri,India
Sakaraha,Sakaraha,Madagascar
Danghara,Danghara,Tajikistan
Eshtehard,Eshtehard,Iran
Lagos,Lagos,Portugal
Saratoga,Saratoga,United States
San Narciso,San Narciso,Philippines
Lushnje,Lushnje,Albania
Bogoroditsk,Bogoroditsk,Russia
Varto,Varto,Turkey
Flores da Cunha,Flores da Cunha,Brazil
Werl,Werl,Germany
Orillia,Orillia,Canada
Minacu,Minacu,Brazil
Lukow,Lukow,Poland
Chitral,Chitral,Pakistan
Sibanicu,Sibanicu,Cuba
Sabana Grande de Boya,Sabana Grande de Boya,Dominican Republic
Tewksbury,Tewksbury,United States
Tokmak,Tokmak,Ukraine
North Royalton,North Royalton,United States
Puthupalli,Puthupalli,India
Sovetskiy,Sovetskiy,Russia
Kalgoorlie,Kalgoorlie,Australia
Ski,Ski,Norway
Espinosa,Espinosa,Brazil
Touros,Touros,Brazil
Hadagalli,Hadagalli,India
Nantan,Nantan,Japan
Lakeside,Lakeside,United States
Benguema,Benguema,Sierra Leone
Lavras da Mangabeira,Lavras da Mangabeira,Brazil
Kuttanallur,Kuttanallur,India
Tairan Camp,Tairan Camp,Philippines
Sakhipur,Sakhipur,Bangladesh
Portao,Portao,Brazil
Bembereke,Bembereke,Benin
Vohitrandriana,Vohitrandriana,Madagascar
Neuruppin,Neuruppin,Germany
Livingston,Livingston,United States
Egra,Egra,India
Itabela,Itabela,Brazil
Illescas,Illescas,Spain
Muritiba,Muritiba,Brazil
Oak Ridge,Oak Ridge,United States
Taramangalam,Taramangalam,India
Best,Best,Netherlands
Manavadar,Manavadar,India
Tijucas,Tijucas,Brazil
Schonebeck,Schonebeck,Germany
Guanta,Guanta,Venezuela
Nicholasville,Nicholasville,United States
Marar,Marar,India
Amircan,Amircan,Azerbaijan
Leusden,Leusden,Netherlands
Chagne,Chagne,Ethiopia
New Bern,New Bern,United States
San Miguel,San Miguel,Philippines
LaGrange,LaGrange,United States
Itapemirim,Itapemirim,Brazil
Bochnia,Bochnia,Poland
Andranovory,Andranovory,Madagascar
Canguaretama,Canguaretama,Brazil
Matoes,Matoes,Brazil
Ambanja,Ambanja,Madagascar
Omaezaki,Omaezaki,Japan
Chengam,Chengam,India
Sacele,Sacele,Romania
Parsuram,Parsuram,Bangladesh
Kamisato,Kamisato,Japan
Arcos de la Frontera,Arcos de la Frontera,Spain
Inami,Inami,Japan
Dyurtyuli,Dyurtyuli,Russia
Nova Russas,Nova Russas,Brazil
Xingang,Xingang,Taiwan
Mocimboa da Praia,Mocimboa da Praia,Mozambique
Nazare da Mata,Nazare da Mata,Brazil
Balatan,Balatan,Philippines
Ballwin,Ballwin,United States
Santa Vitoria do Palmar,Santa Vitoria do Palmar,Brazil
La Paz,La Paz,Philippines
Dolo Odo,Dolo Odo,Ethiopia
Cleburne,Cleburne,United States
Nartkala,Nartkala,Russia
Warrnambool,Warrnambool,Australia
Joao Alfredo,Joao Alfredo,Brazil
San Isidro,San Isidro,Philippines
Niles,Niles,United States
Bel Air North,Bel Air North,United States
Rostov,Rostov,Russia
Einbeck,Einbeck,Germany
Salou,Salou,Spain
Westfield,Westfield,United States
Tangua,Tangua,Brazil
Taiobeiras,Taiobeiras,Brazil
Mossendjo,Mossendjo,Congo (Brazzaville)
Orcutt,Orcutt,United States
Zywiec,Zywiec,Poland
Kanzakimachi-kanzaki,Kanzakimachi-kanzaki,Japan
Cornelius,Cornelius,United States
Tunduru,Tunduru,Tanzania
Ganassi,Ganassi,Philippines
Fabriano,Fabriano,Italy
Lohmar,Lohmar,Germany
Pichanal,Pichanal,Argentina
Bela Cruz,Bela Cruz,Brazil
Bannur,Bannur,India
Alma,Alma,Canada
Aglipay,Aglipay,Philippines
Gamu,Gamu,Philippines
Cabrobo,Cabrobo,Brazil
Devarshola,Devarshola,India
Tsuruno,Tsuruno,Japan
Colinas do Tocantins,Colinas do Tocantins,Brazil
Raghopur,Raghopur,India
Manawar,Manawar,India
Uran,Uran,India
Leh,Leh,India
SeaTac,SeaTac,United States
Beverley,Beverley,United Kingdom
Vicencia,Vicencia,Brazil
Voorhees,Voorhees,United States
San Gregorio de Nigua,San Gregorio de Nigua,Dominican Republic
Garner,Garner,United States
Tepetlaoxtoc,Tepetlaoxtoc,Mexico
Pisek,Pisek,Czechia
Unterschleissheim,Unterschleissheim,Germany
Saraykoy,Saraykoy,Turkey
Ennepetal,Ennepetal,Germany
Rio Blanco,Rio Blanco,Nicaragua
Capela,Capela,Brazil
Myszkow,Myszkow,Poland
Gurnee,Gurnee,United States
Anilao,Anilao,Philippines
West Warwick,West Warwick,United States
Laranjeiras do Sul,Laranjeiras do Sul,Brazil
Qahderijan,Qahderijan,Iran
Jonuta,Jonuta,Mexico
Minas Novas,Minas Novas,Brazil
Opelika,Opelika,United States
Novoyavorovskoye,Novoyavorovskoye,Ukraine
Alegre,Alegre,Brazil
Rasra,Rasra,India
Keles,Keles,Uzbekistan
Estrela,Estrela,Brazil
Hajduboszormeny,Hajduboszormeny,Hungary
Hopkinsville,Hopkinsville,United States
Jarinu,Jarinu,Brazil
Tekeli,Tekeli,Kazakhstan
Guaira,Guaira,Brazil
Colgong,Colgong,India
San Ramon,San Ramon,Nicaragua
Southlake,Southlake,United States
Duanzhuang,Duanzhuang,China
Synelnykove,Synelnykove,Ukraine
Novo Cruzeiro,Novo Cruzeiro,Brazil
Xinzhaidian,Xinzhaidian,China
Treviglio,Treviglio,Italy
Catole do Rocha,Catole do Rocha,Brazil
Amaga,Amaga,Colombia
Orangeville,Orangeville,Canada
Nanwucun,Nanwucun,China
Toribio,Toribio,Colombia
Emmen,Emmen,Switzerland
Olopa,Olopa,Guatemala
Princeton,Princeton,United States
Bowling Green,Bowling Green,United States
Fort Erie,Fort Erie,Canada
Sagwara,Sagwara,India
Madruga,Madruga,Cuba
Papa,Papa,Hungary
Anse-a-Foleur,Anse-a-Foleur,Haiti
Juquitiba,Juquitiba,Brazil
Ciudad Melchor de Mencos,Ciudad Melchor de Mencos,Guatemala
Andernach,Andernach,Germany
Rio Branco do Sul,Rio Branco do Sul,Brazil
Milford Mill,Milford Mill,United States
Farsan,Farsan,Iran
Tirwa,Tirwa,India
Gobernador Virasora,Gobernador Virasora,Argentina
Yanai,Yanai,Japan
Yunoshima,Yunoshima,Japan
To`raqo`rg`on,To`raqo`rg`on,Uzbekistan
Taunusstein,Taunusstein,Germany
Phu My,Phu My,Vietnam
North Andover,North Andover,United States
Bielawa,Bielawa,Poland
Banamba,Banamba,Mali
Aungban,Aungban,Myanmar
Thung Song,Thung Song,Thailand
Torrijos,Torrijos,Philippines
Osterholz-Scharmbeck,Osterholz-Scharmbeck,Germany
Villa Donato Guerra,Villa Donato Guerra,Mexico
Canyon Lake,Canyon Lake,United States
Holbaek,Holbaek,Denmark
Kuttuparamba,Kuttuparamba,India
Decines-Charpieu,Decines-Charpieu,France
Suzak,Suzak,Kyrgyzstan
Victoria,Victoria,Argentina
Anjad,Anjad,India
Thuan Tien,Thuan Tien,Vietnam
San Andres del Rabanedo,San Andres del Rabanedo,Spain
North Chicago,North Chicago,United States
Wuyuan,Wuyuan,China
Mont-de-Marsan,Mont-de-Marsan,France
Rapallo,Rapallo,Italy
Chimakurti,Chimakurti,India
Middle River,Middle River,United States
Founougo,Founougo,Benin
Sokuluk,Sokuluk,Kyrgyzstan
Drexel Heights,Drexel Heights,United States
Motomiya,Motomiya,Japan
Uzynaghash,Uzynaghash,Kazakhstan
Alcazar de San Juan,Alcazar de San Juan,Spain
Sardrud,Sardrud,Iran
North Tonawanda,North Tonawanda,United States
Puerto de la Cruz,Puerto de la Cruz,Spain
Pokhram,Pokhram,India
Rehli,Rehli,India
Kirov,Kirov,Russia
Draveil,Draveil,France
Blagodarnyy,Blagodarnyy,Russia
Metu,Metu,Ethiopia
Gorna Oryahovitsa,Gorna Oryahovitsa,Bulgaria
Shahpura,Shahpura,India
Kailahun,Kailahun,Sierra Leone
G'ijduvon Shahri,G'ijduvon Shahri,Uzbekistan
Rio Preto da Eva,Rio Preto da Eva,Brazil
Aspropyrgos,Aspropyrgos,Greece
Nanyo,Nanyo,Japan
Hellin,Hellin,Spain
Calafell,Calafell,Spain
Ferry Pass,Ferry Pass,United States
Ob,Ob,Russia
Gaggenau,Gaggenau,Germany
Ar Ruhaybah,Ar Ruhaybah,Syria
Askoy,Askoy,Norway
Quillabamba,Quillabamba,Peru
Bad Hersfeld,Bad Hersfeld,Germany
Xinpo,Xinpo,China
Jima Abajo,Jima Abajo,Dominican Republic
Lalla Mimouna,Lalla Mimouna,Morocco
El Fanar,El Fanar,Lebanon
Mukumbura,Mukumbura,Zimbabwe
Newington,Newington,United States
Pantao-Ragat,Pantao-Ragat,Philippines
Fetesti,Fetesti,Romania
Afonso Claudio,Afonso Claudio,Brazil
Ono,Ono,Japan
Motema,Motema,Sierra Leone
Walsrode,Walsrode,Germany
Tchindjendje,Tchindjendje,Angola
Santa Maria,Santa Maria,Philippines
Besiri,Besiri,Turkey
Slavgorod,Slavgorod,Russia
Maguing,Maguing,Philippines
Korinthos,Korinthos,Greece
Tskhinvali,Tskhinvali,Georgia
Itaporanga d'Ajuda,Itaporanga d'Ajuda,Brazil
Bandar-e Lengeh,Bandar-e Lengeh,Iran
Ash Shinan,Ash Shinan,Saudi Arabia
Aarschot,Aarschot,Belgium
Ypacarai,Ypacarai,Paraguay
Kalpatta,Kalpatta,India
Ust'-Dzheguta,Ust'-Dzheguta,Russia
Friedberg,Friedberg,Germany
Sali,Sali,Senegal
Bala Koh,Bala Koh,Afghanistan
Horki,Horki,Belarus
Balungao,Balungao,Philippines
Hirakawacho,Hirakawacho,Japan
Mahugaon,Mahugaon,India
Togitsu,Togitsu,Japan
Candijay,Candijay,Philippines
Iguape,Iguape,Brazil
Dalin,Dalin,Taiwan
Huanta,Huanta,Peru
Telimele,Telimele,Guinea
Granger,Granger,United States
Adilcevaz,Adilcevaz,Turkey
Morristown,Morristown,United States
Weatherford,Weatherford,United States
Tsuru,Tsuru,Japan
Pop,Pop,Uzbekistan
Koratgi,Koratgi,India
Dumalag,Dumalag,Philippines
Carlos Barbosa,Carlos Barbosa,Brazil
Kafr Nubl,Kafr Nubl,Syria
Myoko,Myoko,Japan
Kalappatti,Kalappatti,India
Madhepur,Madhepur,India
Abu Suwayr,Abu Suwayr,Egypt
Villa Comaltitlan,Villa Comaltitlan,Mexico
Pittsford,Pittsford,United States
Rotterdam,Rotterdam,United States
Al Madad,Al Madad,Yemen
Candelaria,Candelaria,Philippines
Graneros,Graneros,Chile
Bretten,Bretten,Germany
Balete,Balete,Philippines
Shetang,Shetang,China
Daheba,Daheba,China
Iguig,Iguig,Philippines
Northport,Northport,United States
Galdacano,Galdacano,Spain
Chimichagua,Chimichagua,Colombia
Salay,Salay,Philippines
Garaimari,Garaimari,India
Anse a Pitre,Anse a Pitre,Haiti
Souk et Tnine Jorf el Mellah,Souk et Tnine Jorf el Mellah,Morocco
Kondopoga,Kondopoga,Russia
Talwara,Talwara,India
Jamtara,Jamtara,India
Lawrenceville,Lawrenceville,United States
Mannargudi,Mannargudi,India
Galesburg,Galesburg,United States
Panakkudi,Panakkudi,India
Xunjiansi,Xunjiansi,China
Magadi,Magadi,India
Las Nieves,Las Nieves,Philippines
Wallkill,Wallkill,United States
Kibiti,Kibiti,Tanzania
Gukeng,Gukeng,Taiwan
Cihuatlan,Cihuatlan,Mexico
Dauin,Dauin,Philippines
Kuah,Kuah,Malaysia
Valdepenas,Valdepenas,Spain
Gudalur,Gudalur,India
Kombissiri,Kombissiri,Burkina Faso
Vinces,Vinces,Ecuador
Dayr Abu Sa`id,Dayr Abu Sa`id,Jordan
Jinka,Jinka,Ethiopia
Navapur,Navapur,India
Calintaan,Calintaan,Philippines
Temse,Temse,Belgium
Friedberg,Friedberg,Germany
Quezaltepeque,Quezaltepeque,Guatemala
Salaya,Salaya,India
Augustow,Augustow,Poland
Lewe,Lewe,Myanmar
Zionsville,Zionsville,United States
Matsubushi,Matsubushi,Japan
Gorodets,Gorodets,Russia
Socorro,Socorro,Colombia
Budaors,Budaors,Hungary
Highland Park,Highland Park,United States
Trutnov,Trutnov,Czechia
Padada,Padada,Philippines
Sue,Sue,Japan
Petite Riviere de Nippes,Petite Riviere de Nippes,Haiti
Pinhao,Pinhao,Brazil
Bergen,Bergen,Netherlands
Piagapo,Piagapo,Philippines
Mozhaysk,Mozhaysk,Russia
Shangpa,Shangpa,China
`Aynkawah,`Aynkawah,Iraq
Qaratau,Qaratau,Kazakhstan
Candelaria,Candelaria,Brazil
Yoshida,Yoshida,Japan
Marogong,Marogong,Philippines
Zaragoza,Zaragoza,Guatemala
Rendsburg,Rendsburg,Germany
Neuburg,Neuburg,Germany
Tameslouht,Tameslouht,Morocco
Kotturu,Kotturu,India
Northfleet,Northfleet,United Kingdom
Hafnarfjordhur,Hafnarfjordhur,Iceland
Dahana,Dahana,Tajikistan
Agde,Agde,France
LaSalle,LaSalle,Canada
Austintown,Austintown,United States
Makato,Makato,Philippines
Greenville,Greenville,United States
Plympton,Plympton,United Kingdom
Birur,Birur,India
Tizi Gheniff,Tizi Gheniff,Algeria
Crevillente,Crevillente,Spain
Ikoto,Ikoto,South Sudan
El Kseur,El Kseur,Algeria
Salem,Salem,United States
Les Palmes,Les Palmes,Haiti
Guotang,Guotang,China
Tasova,Tasova,Turkey
Paraipaba,Paraipaba,Brazil
Bra,Bra,Italy
Planadas,Planadas,Colombia
Milford,Milford,United States
Mathba,Mathba,Bangladesh
Liberty,Liberty,United States
Miramar,Miramar,Argentina
Tabio,Tabio,Colombia
Brodnica,Brodnica,Poland
Xiaba,Xiaba,China
Mucari,Mucari,Angola
Minudasht,Minudasht,Iran
Agno,Agno,Philippines
Sottaiyampalaiyam,Sottaiyampalaiyam,India
Conguaco,Conguaco,Guatemala
Du Yar,Du Yar,Myanmar
L'Arbaa Nait Irathen,L'Arbaa Nait Irathen,Algeria
Motala,Motala,Sweden
Krishnarajpet,Krishnarajpet,India
Sainte-Julie,Sainte-Julie,Canada
Shibancun,Shibancun,China
Barbosa,Barbosa,Colombia
Placer,Placer,Philippines
Hakmana,Hakmana,Sri Lanka
Landhaura,Landhaura,India
Bontoc,Bontoc,Philippines
Shubrakhit,Shubrakhit,Egypt
Ragan Sur,Ragan Sur,Philippines
Yong'ancun,Yong'ancun,China
Nattam,Nattam,India
Pervomaiskyi,Pervomaiskyi,Ukraine
Bugarama,Bugarama,Rwanda
San Roque,San Roque,Philippines
Condega,Condega,Nicaragua
Mundi,Mundi,India
Selargius,Selargius,Italy
Sao Luis de Montes Belos,Sao Luis de Montes Belos,Brazil
Soledade,Soledade,Brazil
Heesch,Heesch,Netherlands
Sheohar,Sheohar,India
Uychi,Uychi,Uzbekistan
Ambalavao,Ambalavao,Madagascar
Nelson,Nelson,United Kingdom
Tacuba,Tacuba,El Salvador
Meschede,Meschede,Germany
Waltrop,Waltrop,Germany
Irara,Irara,Brazil
Villa Regina,Villa Regina,Argentina
Culemborg,Culemborg,Netherlands
Saint-Etienne-du-Rouvray,Saint-Etienne-du-Rouvray,France
Hengchun,Hengchun,Taiwan
Gongyefu,Gongyefu,China
Chikuzen,Chikuzen,Japan
Maleme Hodar,Maleme Hodar,Senegal
Werne an der Lippe,Werne an der Lippe,Germany
Saalfeld,Saalfeld,Germany
Campo Alegre de Lourdes,Campo Alegre de Lourdes,Brazil
